Tag_A,Attr_A_Name,Attr_A_Value,Relationship,Rel_Att_Name_1,Rel_Att_Value_1,Rel_Att_Name_2,Rel_Att_Value_2,Tag_B,Attr_B_Name,Attr_B_Value
Nation,Name,Sudan,Land_border_with,km,744,,,Nation,Nation,Ethiopia
Nation,Name,Sudan,Land_border_with,km,382,,,Nation,Nation,Libya
Nation,Name,Sudan,Land_border_with,km,2158,,,Nation,Nation,South Sudan
Nation,Name,Suriname,Land_border_with,km,515,,,Nation,Nation,Brazil
Nation,Name,Suriname,Land_border_with,km,556,,,Nation,Nation,French Guiana
Nation,Name,Suriname,Land_border_with,km,836,,,Nation,Nation,Guyana
Nation,Name,Swaziland,Land_border_with,km,108,,,Nation,Nation,Mozambique
Nation,Name,Swaziland,Land_border_with,km,438,,,Nation,Nation,South Africa
Nation,Name,Sweden,Land_border_with,km,545,,,Nation,Nation,Finland
Nation,Name,Sweden,Land_border_with,km,1666,,,Nation,Nation,Norway
Nation,Name,Switzerland,Land_border_with,km,158,,,Nation,Nation,Austria
Nation,Name,Switzerland,Land_border_with,km,525,,,Nation,Nation,France
Nation,Name,Switzerland,Land_border_with,km,348,,,Nation,Nation,Germany
Nation,Name,Switzerland,Land_border_with,km,698,,,Nation,Nation,Italy
Nation,Name,Switzerland,Land_border_with,km,41,,,Nation,Nation,Liechtenstein
Nation,Name,Syria,Land_border_with,km,599,,,Nation,Nation,Iraq
Nation,Name,Syria,Land_border_with,km,83,,,Nation,Nation,Israel
Nation,Name,Syria,Land_border_with,km,379,,,Nation,Nation,Jordan
Nation,Name,Syria,Land_border_with,km,403,,,Nation,Nation,Lebanon
Nation,Name,Syria,Land_border_with,km,899,,,Nation,Nation,Turkey
Nation,Name,Tajikistan,Land_border_with,km,1357,,,Nation,Nation,Afghanistan
Nation,Name,Tajikistan,Land_border_with,km,477,,,Nation,Nation,China
Nation,Name,Tajikistan,Land_border_with,km,984,,,Nation,Nation,Kyrgyzstan
Nation,Name,Tajikistan,Land_border_with,km,1312,,,Nation,Nation,Uzbekistan
Nation,Name,"Tanzania, United Republic of",Land_border_with,km,589,,,Nation,Nation,Burundi
Nation,Name,"Tanzania, United Republic of",Land_border_with,km,479,,,Nation,Nation,Congo
Nation,Name,"Tanzania, United Republic of",Land_border_with,km,775,,,Nation,Nation,Kenya
Nation,Name,"Tanzania, United Republic of",Land_border_with,km,512,,,Nation,Nation,Malawi
Nation,Name,"Tanzania, United Republic of",Land_border_with,km,840,,,Nation,Nation,Mozambique
Nation,Name,"Tanzania, United Republic of",Land_border_with,km,222,,,Nation,Nation,Rwanda
Nation,Name,"Tanzania, United Republic of",Land_border_with,km,391,,,Nation,Nation,Uganda
Nation,Name,"Tanzania, United Republic of",Land_border_with,km,353,,,Nation,Nation,Zambia
Nation,Name,Thailand,Land_border_with,km,2416,,,Nation,Nation,Burma
Nation,Name,Thailand,Land_border_with,km,817,,,Nation,Nation,Cambodia
Nation,Name,Thailand,Land_border_with,km,1845,,,Nation,Nation,Laos
Nation,Name,Thailand,Land_border_with,km,595,,,Nation,Nation,Malaysia
Nation,Name,Togo,Land_border_with,km,651,,,Nation,Nation,Benin
Nation,Name,Togo,Land_border_with,km,131,,,Nation,Nation,Burkina Faso
Nation,Name,Togo,Land_border_with,km,1098,,,Nation,Nation,Ghana
Nation,Name,Tunisia,Land_border_with,km,1034,,,Nation,Nation,Algeria
Nation,Name,Tunisia,Land_border_with,km,461,,,Nation,Nation,Libya
Nation,Name,Turkey,Land_border_with,km,311,,,Nation,Nation,Armenia
Nation,Name,Turkey,Land_border_with,km,17,,,Nation,Nation,Azerbaijan
Nation,Name,Turkey,Land_border_with,km,223,,,Nation,Nation,Bulgaria
Nation,Name,Turkey,Land_border_with,km,273,,,Nation,Nation,Georgia
Nation,Name,Turkey,Land_border_with,km,192,,,Nation,Nation,Greece
Nation,Name,Turkey,Land_border_with,km,534,,,Nation,Nation,Iran
Nation,Name,Turkey,Land_border_with,km,367,,,Nation,Nation,Iraq
Nation,Name,Turkey,Land_border_with,km,899,,,Nation,Nation,Syria
Nation,Name,Turkmenistan,Land_border_with,km,804,,,Nation,Nation,Afghanistan
Nation,Name,Turkmenistan,Land_border_with,km,1148,,,Nation,Nation,Iran
Nation,Name,Turkmenistan,Land_border_with,km,413,,,Nation,Nation,Kazakhstan
Nation,Name,Turkmenistan,Land_border_with,km,1793,,,Nation,Nation,Uzbekistan
Nation,Name,Uganda,Land_border_with,km,877,,,Nation,Nation,Congo
Nation,Name,Uganda,Land_border_with,km,814,,,Nation,Nation,Kenya
Nation,Name,Uganda,Land_border_with,km,172,,,Nation,Nation,Rwanda
Nation,Name,Uganda,Land_border_with,km,475,,,Nation,Nation,South Sudan
Nation,Name,Uganda,Land_border_with,km,391,,,Nation,Nation,"Tanzania, United Republic of"
Nation,Name,Ukraine,Land_border_with,km,1111,,,Nation,Nation,Byelarus
Nation,Name,Ukraine,Land_border_with,km,128,,,Nation,Nation,Hungary
Nation,Name,Ukraine,Land_border_with,km,1202,,,Nation,Nation,Moldova
Nation,Name,Ukraine,Land_border_with,km,535,,,Nation,Nation,Poland
Nation,Name,Ukraine,Land_border_with,km,601,,,Nation,Nation,Romania
Nation,Name,Ukraine,Land_border_with,km,1944,,,Nation,Nation,Russia
Nation,Name,Ukraine,Land_border_with,km,97,,,Nation,Nation,Slovakia
Nation,Name,United Arab Emirates,Land_border_with,km,609,,,Nation,Nation,Oman
Nation,Name,United Arab Emirates,Land_border_with,km,457,,,Nation,Nation,Saudi Arabia
Nation,Name,United Kingdom,Land_border_with,km,443,,,Nation,Nation,Ireland
Nation,Name,United States,Land_border_with,km,3155,,,Nation,Nation,Mexico
Nation,Name,United States,Land_border_with,km,6416,,,Nation,Nation,Canada
Nation,Name,Uruguay,Land_border_with,km,541,,,Nation,Nation,Argentina
Nation,Name,Uruguay,Land_border_with,km,1050,,,Nation,Nation,Brazil
Nation,Name,Uzbekistan,Land_border_with,km,144,,,Nation,Nation,Afghanistan
Nation,Name,Uzbekistan,Land_border_with,km,2330,,,Nation,Nation,Kazakhstan
Nation,Name,Uzbekistan,Land_border_with,km,1314,,,Nation,Nation,Kyrgyzstan
Nation,Name,Uzbekistan,Land_border_with,km,1312,,,Nation,Nation,Tajikistan
Nation,Name,Uzbekistan,Land_border_with,km,1793,,,Nation,Nation,Turkmenistan
Nation,Name,Venezuela,Land_border_with,km,2137,,,Nation,Nation,Brazil
Nation,Name,Venezuela,Land_border_with,km,2341,,,Nation,Nation,Colombia
Nation,Name,Venezuela,Land_border_with,km,789,,,Nation,Nation,Guyana
Nation,Name,Vietnam,Land_border_with,km,1158,,,Nation,Nation,Cambodia
Nation,Name,Vietnam,Land_border_with,km,1297,,,Nation,Nation,China
Nation,Name,Vietnam,Land_border_with,km,2161,,,Nation,Nation,Laos
Nation,Name,West Bank,Land_border_with,km,330,,,Nation,Nation,Israel
Nation,Name,West Bank,Land_border_with,km,148,,,Nation,Nation,Jordan
Nation,Name,Western Sahara,Land_border_with,km,41,,,Nation,Nation,Algeria
Nation,Name,Western Sahara,Land_border_with,km,1564,,,Nation,Nation,Mauritania
Nation,Name,Western Sahara,Land_border_with,km,444,,,Nation,Nation,Morocco
Nation,Name,Yemen,Land_border_with,km,294,,,Nation,Nation,Oman
Nation,Name,Yemen,Land_border_with,km,1307,,,Nation,Nation,Saudi Arabia
Nation,Name,Zambia,Land_border_with,km,1065,,,Nation,Nation,Angola
Nation,Name,Zambia,Land_border_with,km,15,,,Nation,Nation,Botswana 0.
Nation,Name,Zambia,Land_border_with,km,2332,,,Nation,Nation,Congo
Nation,Name,Zambia,Land_border_with,km,847,,,Nation,Nation,Malawi
Nation,Name,Zambia,Land_border_with,km,439,,,Nation,Nation,Mozambique
Nation,Name,Zambia,Land_border_with,km,244,,,Nation,Nation,Namibia
Nation,Name,Zambia,Land_border_with,km,353,,,Nation,Nation,"Tanzania, United Republic of"
Nation,Name,Zambia,Land_border_with,km,763,,,Nation,Nation,Zimbabwe
Nation,Name,Zimbabwe,Land_border_with,km,834,,,Nation,Nation,Botswana
Nation,Name,Zimbabwe,Land_border_with,km,1402,,,Nation,Nation,Mozambique
Nation,Name,Zimbabwe,Land_border_with,km,230,,,Nation,Nation,South Africa
Nation,Name,Zimbabwe,Land_border_with,km,763,,,Nation,Nation,Zambia
Nation,Name,Congo,Land_border_with,km,231,,,Nation,Nation,Angola
Nation,Name,Montenegro,Land_border_with,km,242,,,Nation,Nation,Bosnia And Herzegovina
Nation,Name,Serbia,Land_border_with,km,345,,,Nation,Nation,Bosnia And Herzegovina
Nation,Name,Zambia,Land_border_with,km,15,,,Nation,Nation,Botswana
Nation,Name,French Guiana,Land_border_with,km,649,,,Nation,Nation,Brazil
Nation,Name,Macedonia,Land_border_with,km,162,,,Nation,Nation,Bulgaria
Nation,Name,Serbia,Land_border_with,km,344,,,Nation,Nation,Bulgaria
Nation,Name,Congo,Land_border_with,km,236,,,Nation,Nation,Burundi
Nation,Name,Alaska,Land_border_with,km,2477,,,Nation,Nation,Canada
Nation,Name,North Korea,Land_border_with,km,1352,,,Nation,Nation,China
Nation,Name,Angola,Land_border_with,km,236,,,Nation,Nation,Congo
Nation,Name,Montenegro,Land_border_with,km,19,,,Nation,Nation,Croatia
Nation,Name,Serbia,Land_border_with,km,314,,,Nation,Nation,Croatia
Nation,Name,Us Naval Base At Guantanamo Bay 28.,Land_border_with,km,5,,,Nation,Nation,Cuba
Nation,Name,Albania,Land_border_with,km,212,,,Nation,Nation,European Union
Nation,Name,Andorra,Land_border_with,km,118,,,Nation,Nation,European Union
Nation,Name,Bosnia And Herzegovina,Land_border_with,km,956,,,Nation,Nation,European Union
Nation,Name,Byelarus,Land_border_with,km,1176,,,Nation,Nation,European Union
Nation,Name,Holy See,Land_border_with,km,3,,,Nation,Nation,European Union
Nation,Name,Liechtenstein,Land_border_with,km,34,,,Nation,Nation,European Union
Nation,Name,Macedonia,Land_border_with,km,396,,,Nation,Nation,European Union
Nation,Name,Moldova,Land_border_with,km,683,,,Nation,Nation,European Union
Nation,Name,Monaco,Land_border_with,km,6,,,Nation,Nation,European Union
Nation,Name,Montenegro,Land_border_with,km,19,,,Nation,Nation,European Union
Nation,Name,Norway,Land_border_with,km,2375,,,Nation,Nation,European Union
Nation,Name,Russia,Land_border_with,km,2435,,,Nation,Nation,European Union
Nation,Name,San Marino,Land_border_with,km,37,,,Nation,Nation,European Union
Nation,Name,Serbia,Land_border_with,km,1353,,,Nation,Nation,European Union
Nation,Name,Switzerland,Land_border_with,km,1729,,,Nation,Nation,European Union
Nation,Name,Turkey,Land_border_with,km,415,,,Nation,Nation,European Union
Nation,Name,Ukraine,Land_border_with,km,1324,,,Nation,Nation,European Union
Nation,Name,Brazil,Land_border_with,km,673,,,Nation,Nation,French Guiana
Nation,Name,Suriname,Land_border_with,km,510,,,Nation,Nation,French Guiana
Nation,Name,Macedonia,Land_border_with,km,234,,,Nation,Nation,Greece
Nation,Name,Netherlands Antilles,Land_border_with,km,10.2,,,Nation,Nation,Guadeloupe
Nation,Name,Serbia,Land_border_with,km,164,,,Nation,Nation,Hungary
Nation,Name,Uk,Land_border_with,km,443,,,Nation,Nation,Ireland
Nation,Name,North Korea,Land_border_with,km,237,,,Nation,Nation,"Korea, Democratic People's Repu"
Nation,Name,China,Land_border_with,km,1352,,,Nation,Nation,"Korea, Republic of"
Nation,Name,Russia,Land_border_with,km,18,,,Nation,Nation,"Korea, Republic of"
Nation,Name,South Korea,Land_border_with,km,237,,,Nation,Nation,"Korea, Republic of"
Nation,Name,Macedonia,Land_border_with,km,160,,,Nation,Nation,Kosovo
Nation,Name,Montenegro,Land_border_with,km,76,,,Nation,Nation,Kosovo
Nation,Name,Serbia,Land_border_with,km,366,,,Nation,Nation,Kosovo
Nation,Name,Russia (Kaliningrad),Land_border_with,km,261,,,Nation,Nation,Lithuania
Nation,Name,Saint Martin,Land_border_with,km,15,,,Nation,Nation,Netherlands Antilles
Nation,Name,Russia (Kaliningrad),Land_border_with,km,210,,,Nation,Nation,Poland
Nation,Name,Angola,Land_border_with,km,231,,,Nation,Nation,Republic of the Congo
Nation,Name,Serbia,Land_border_with,km,531,,,Nation,Nation,Romania
Nation,Name,Lithuania,Land_border_with,km,261,,,Nation,Nation,Russia
Nation,Name,North Korea,Land_border_with,km,18,,,Nation,Nation,Russia
Nation,Name,Poland,Land_border_with,km,210,,,Nation,Nation,Russia
Nation,Name,French Guiana,Land_border_with,km,556,,,Nation,Nation,Suriname
Nation,Name,Ireland,Land_border_with,km,443,,,Nation,Nation,United Kingdom
Nation,Name,Botswana 0.,Land_border_with,km,15,,,Nation,Nation,Zambia
River,Name,Zimk?m,Runthrough,Rank,0,,,Nation,Nation,Iran
River,Name,Zimk?m,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,Zhelon,Runthrough,Rank,0,,,Nation,Nation,Byelarus
River,Name,Zhelon,Runthrough,Rank,1,,,Nation,Nation,Ukraine
River,Name,Zhelon,Runthrough,Rank,2,,,Nation,Nation,Russia
River,Name,Zarumilla,Runthrough,Rank,0,,,Nation,Nation,Ecuador
River,Name,Zarumilla,Runthrough,Rank,1,,,Nation,Nation,Peru
River,Name,Zap,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Zap,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,Zambezi,Runthrough,Rank,0,,,Nation,Nation,Zambia
River,Name,Zambezi,Runthrough,Rank,1,,,Nation,Nation,Botswana
River,Name,Zala,Runthrough,Rank,0,,,Nation,Nation,Slovenia
River,Name,Zala,Runthrough,Rank,1,,,Nation,Nation,Hungary
River,Name,Zab,Runthrough,Rank,0,,,Nation,Nation,Iran
River,Name,Zab,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,Yorkin,Runthrough,Rank,0,,,Nation,Nation,Panama
River,Name,Yorkin,Runthrough,Rank,1,,,Nation,Nation,Costa Rica
River,Name,Yavari,Runthrough,Rank,0,,,Nation,Nation,Peru
River,Name,Yavari,Runthrough,Rank,1,,,Nation,Nation,Brazil
River,Name,Yarmuk,Runthrough,Rank,0,,,Nation,Nation,Syria
River,Name,Yarmuk,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,Yarmuk,Runthrough,Rank,2,,,Nation,Nation,Jordan
River,Name,Yarkant,Runthrough,Rank,0,,,Nation,Nation,China
River,Name,Yarkant,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Yalu,Runthrough,Rank,0,,,Nation,Nation,"Korea, Republic of"
River,Name,Yalu,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Yalpug,Runthrough,Rank,0,,,Nation,Nation,Moldova
River,Name,Yalpug,Runthrough,Rank,1,,,Nation,Nation,Ukraine
River,Name,Xipamanu,Runthrough,Rank,0,,,Nation,Nation,Brazil
River,Name,Xipamanu,Runthrough,Rank,1,,,Nation,Nation,Bolivia
River,Name,Woleu,Runthrough,Rank,0,,,Nation,Nation,Gabon
River,Name,Woleu,Runthrough,Rank,1,,,Nation,Nation,Equatorial Guinea
River,Name,Wina,Runthrough,Rank,0,,,Nation,Nation,Cameroon
River,Name,Wina,Runthrough,Rank,1,,,Nation,Nation,Chad
River,Name,Wetterstein-Geb,Runthrough,Rank,0,,,Nation,Nation,Austria
River,Name,Wetterstein-Geb,Runthrough,Rank,1,,,Nation,Nation,Germany
River,Name,Wali al-Batin,Runthrough,Rank,0,,,Nation,Nation,Iraq
River,Name,Wali al-Batin,Runthrough,Rank,1,,,Nation,Nation,Kuwait
River,Name,Wadi ad Dirwah,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,Wadi ad Dirwah,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,Wadi Hasa,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,Wadi Hasa,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,Wadi Hadraj,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,Wadi Hadraj,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,Wadi Bair,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,Wadi Bair,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,W?di al Ubayyid,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,W?di al Ubayyid,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,W?di,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,W?di,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,W. el Jeib,Runthrough,Rank,0,,,Nation,Nation,Jordan
River,Name,W. el Jeib,Runthrough,Rank,1,,,Nation,Nation,Israel
River,Name,W. al-Unab,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,W. al-Unab,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,W. al Mir?,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,W. al Mir?,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,W. adh Dhabab,Runthrough,Rank,0,,,Nation,Nation,Syria
River,Name,W. adh Dhabab,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,W. Shuayt,Runthrough,Rank,0,,,Nation,Nation,Yemen
River,Name,W. Shuayt,Runthrough,Rank,1,,,Nation,Nation,Oman
River,Name,W. Shihan,Runthrough,Rank,0,,,Nation,Nation,Yemen
River,Name,W. Shihan,Runthrough,Rank,1,,,Nation,Nation,Oman
River,Name,W. Saladih,Runthrough,Rank,0,,,Nation,Nation,Jordan
River,Name,W. Saladih,Runthrough,Rank,1,,,Nation,Nation,Saudi Arabia
River,Name,W. Ruweita,Runthrough,Rank,0,,,Nation,Nation,Jordan
River,Name,W. Ruweita,Runthrough,Rank,1,,,Nation,Nation,Saudi Arabia
River,Name,W. Rakhawt,Runthrough,Rank,0,,,Nation,Nation,Yemen
River,Name,W. Rakhawt,Runthrough,Rank,1,,,Nation,Nation,Oman
River,Name,W. Najr?n,Runthrough,Rank,0,,,Nation,Nation,Yemen
River,Name,W. Najr?n,Runthrough,Rank,1,,,Nation,Nation,Saudi Arabia
River,Name,W. Lufhi,Runthrough,Rank,0,,,Nation,Nation,Syria
River,Name,W. Lufhi,Runthrough,Rank,1,,,Nation,Nation,Jordan
River,Name,W. Kaja,Runthrough,Rank,0,,,Nation,Nation,Sudan
River,Name,W. Kaja,Runthrough,Rank,1,,,Nation,Nation,Chad
River,Name,W. Jarr?h,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,W. Jarr?h,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,W. Hareidin,Runthrough,Rank,0,,,Nation,Nation,Israel
River,Name,W. Hareidin,Runthrough,Rank,1,,,Nation,Nation,Egypt
River,Name,W. Hamir,Runthrough,Rank,0,,,Nation,Nation,Saudi Arabia
River,Name,W. Hamir,Runthrough,Rank,1,,,Nation,Nation,Iraq
River,Name,W. Fig?,Runthrough,Rank,0,,,Nation,Nation,Sudan
River,Name,W. Fig?,Runthrough,Rank,1,,,Nation,Nation,Egypt
River,Name,W. Bir Mujamma'a,Runthrough,Rank,0,,,Nation,Nation,Iraq
River,Name,W. Bir Mujamma'a,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,W. Atfayn,Runthrough,Rank,0,,,Nation,Nation,Yemen
River,Name,W. Atfayn,Runthrough,Rank,1,,,Nation,Nation,Saudi Arabia
River,Name,W. Allagi,Runthrough,Rank,0,,,Nation,Nation,Sudan
River,Name,W. Allagi,Runthrough,Rank,1,,,Nation,Nation,Egypt
River,Name,W. 'Ak?sh,Runthrough,Rank,0,,,Nation,Nation,Iraq
River,Name,W. 'Ak?sh,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Vorskla,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Vorskla,Runthrough,Rank,1,,,Nation,Nation,Ukraine
River,Name,Vorotan,Runthrough,Rank,0,,,Nation,Nation,Azerbaijan
River,Name,Vorotan,Runthrough,Rank,1,,,Nation,Nation,Armenia
River,Name,Vizcacha,Runthrough,Rank,0,,,Nation,Nation,Argentina
River,Name,Vizcacha,Runthrough,Rank,1,,,Nation,Nation,Chile
River,Name,Vilnya,Runthrough,Rank,0,,,Nation,Nation,Byelarus
River,Name,Vilnya,Runthrough,Rank,1,,,Nation,Nation,Lithuania
River,Name,Vijos?,Runthrough,Rank,0,,,Nation,Nation,Greece
River,Name,Vijos?,Runthrough,Rank,1,,,Nation,Nation,Albania
River,Name,Verde,Runthrough,Rank,0,,,Nation,Nation,Bolivia
River,Name,Verde,Runthrough,Rank,1,,,Nation,Nation,Brazil
River,Name,Venta,Runthrough,Rank,0,,,Nation,Nation,Lithuania
River,Name,Venta,Runthrough,Rank,1,,,Nation,Nation,Latvia
River,Name,Venamo,Runthrough,Rank,0,,,Nation,Nation,Venezuela
River,Name,Venamo,Runthrough,Rank,1,,,Nation,Nation,Guyana
River,Name,Velikaya,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Velikaya,Runthrough,Rank,1,,,Nation,Nation,Byelarus
River,Name,Vaup?s,Runthrough,Rank,0,,,Nation,Nation,Colombia
River,Name,Vaup?s,Runthrough,Rank,1,,,Nation,Nation,Brazil
River,Name,Vardar,Runthrough,Rank,0,,,Nation,Nation,Macedonia
River,Name,Vardar,Runthrough,Rank,1,,,Nation,Nation,Greece
River,Name,Uy,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Uy,Runthrough,Rank,1,,,Nation,Nation,Kazakhstan
River,Name,Utamboni,Runthrough,Rank,0,,,Nation,Nation,Equatorial Guinea
River,Name,Utamboni,Runthrough,Rank,1,,,Nation,Nation,Gabon
River,Name,Usumacinta,Runthrough,Rank,0,,,Nation,Nation,Mexico
River,Name,Usumacinta,Runthrough,Rank,1,,,Nation,Nation,Guatemala
River,Name,Ussuri,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Ussuri,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Uruguay,Runthrough,Rank,0,,,Nation,Nation,Argentina
River,Name,Uruguay,Runthrough,Rank,1,,,Nation,Nation,Uruguay
River,Name,Uri,Runthrough,Rank,0,,,Nation,Nation,India
River,Name,Uri,Runthrough,Rank,1,,,Nation,Nation,Pakistan
River,Name,Ural,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Ural,Runthrough,Rank,1,,,Nation,Nation,Kazakhstan
River,Name,Una,Runthrough,Rank,0,,,Nation,Nation,Bosnia And Herzegovina
River,Name,Una,Runthrough,Rank,1,,,Nation,Nation,Croatia
River,Name,Ulungur He,Runthrough,Rank,0,,,Nation,Nation,Mongolia
River,Name,Ulungur He,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Ulungur He,Runthrough,Rank,2,,,Nation,Nation,Kazakhstan
River,Name,Ubort,Runthrough,Rank,0,,,Nation,Nation,Byelarus
River,Name,Ubort,Runthrough,Rank,1,,,Nation,Nation,Ukraine
River,Name,Ubort,Runthrough,Rank,2,,,Nation,Nation,Russia
River,Name,Tundzha,Runthrough,Rank,0,,,Nation,Nation,Bulgaria
River,Name,Tundzha,Runthrough,Rank,1,,,Nation,Nation,Turkey
River,Name,Tumen,Runthrough,Rank,0,,,Nation,Nation,"Korea, Republic of"
River,Name,Tumen,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Tumbes,Runthrough,Rank,0,,,Nation,Nation,Ecuador
River,Name,Tumbes,Runthrough,Rank,1,,,Nation,Nation,Peru
River,Name,Toxkan He,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Toxkan He,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Toxan He,Runthrough,Rank,0,,,Nation,Nation,Kyrgyzstan
River,Name,Toxan He,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Touroes,Runthrough,Rank,0,,,Nation,Nation,Spain
River,Name,Touroes,Runthrough,Rank,1,,,Nation,Nation,Portugal
River,Name,Torsa,Runthrough,Rank,0,,,Nation,Nation,Bhutan
River,Name,Torsa,Runthrough,Rank,1,,,Nation,Nation,India
River,Name,Torola,Runthrough,Rank,0,,,Nation,Nation,Honduras
River,Name,Torola,Runthrough,Rank,1,,,Nation,Nation,El Salvador
River,Name,Torne,Runthrough,Rank,0,,,Nation,Nation,Sweden
River,Name,Torne,Runthrough,Rank,1,,,Nation,Nation,Finland
River,Name,Tonle Sap,Runthrough,Rank,0,,,Nation,Nation,Thailand
River,Name,Tonle Sap,Runthrough,Rank,1,,,Nation,Nation,Cambodia
River,Name,Tochi,Runthrough,Rank,0,,,Nation,Nation,Afghanistan
River,Name,Tochi,Runthrough,Rank,1,,,Nation,Nation,Pakistan
River,Name,Tobol,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Tobol,Runthrough,Rank,1,,,Nation,Nation,Kazakhstan
River,Name,Tisza,Runthrough,Rank,0,,,Nation,Nation,Hungary
River,Name,Tisza,Runthrough,Rank,1,,,Nation,Nation,Croatia
River,Name,Tist?,Runthrough,Rank,0,,,Nation,Nation,India
River,Name,Tist?,Runthrough,Rank,1,,,Nation,Nation,Bangladesh
River,Name,Tisa,Runthrough,Rank,0,,,Nation,Nation,Ukraine
River,Name,Tisa,Runthrough,Rank,1,,,Nation,Nation,Romania
River,Name,Tisa,Runthrough,Rank,2,,,Nation,Nation,Russia
River,Name,Tisa,Runthrough,Rank,3,,,Nation,Nation,Russia
River,Name,Timok,Runthrough,Rank,0,,,Nation,Nation,Serbia
River,Name,Timok,Runthrough,Rank,1,,,Nation,Nation,Bulgaria
River,Name,Tigris,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Tigris,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Tigris,Runthrough,Rank,2,,,Nation,Nation,Iraq
River,Name,Tigris,Runthrough,Rank,3,,,Nation,Nation,Iran
River,Name,Thundzha,Runthrough,Rank,0,,,Nation,Nation,Romania
River,Name,Thundzha,Runthrough,Rank,1,,,Nation,Nation,Turkey
River,Name,Tesin Gol,Runthrough,Rank,0,,,Nation,Nation,Mongolia
River,Name,Tesin Gol,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Terek,Runthrough,Rank,0,,,Nation,Nation,Georgia
River,Name,Terek,Runthrough,Rank,1,,,Nation,Nation,Russia
River,Name,Tekes He,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Tekes He,Runthrough,Rank,1,,,Nation,Nation,China
River,Name,Tejo,Runthrough,Rank,0,,,Nation,Nation,Spain
River,Name,Tejo,Runthrough,Rank,1,,,Nation,Nation,Portugal
River,Name,Teilharhecircibi,Runthrough,Rank,0,,,Nation,Nation,Turkey
River,Name,Teilharhecircibi,Runthrough,Rank,1,,,Nation,Nation,Syria
River,Name,Tedzhen,Runthrough,Rank,0,,,Nation,Nation,Russia
River,Name,Tedzhen,Runthrough,Rank,1,,,Nation,Nation,Iran
River,Name,Taraira,Runthrough,Rank,0,,,Nation,Nation,Colombia
River,Name,Taraira,Runthrough,Rank,1,,,Nation,Nation,Brazil
River,Name,Tara,Runthrough,Rank,0,,,Nation,Nation,Serbia
River,Name,Tara,Runthrough,Rank,1,,,Nation,Nation,Bosnia And Herzegovina
River,Name,Tapoa,Runthrough,Rank,0,,,Nation,Nation,Niger
River,Name,Tapoa,Runthrough,Rank,1,,,Nation,Nation,Burkina Faso
River,Name,Tano,Runthrough,Rank,0,,,Nation,Nation,Ghana
River,Name,Tano,Runthrough,Rank,1,,,Nation,Nation,Ivory Coast
River,Name,Tana,Runthrough,Rank,0,,,Nation,Nation,Norway
River,Name,Tana,Runthrough,Rank,1,,,Nation,Nation,Finland
