Tag_A,Attr_A_Name,Attr_A_Value,Relationship,Rel_Att_Name_1,Rel_Att_Value_1,Rel_Att_Name_2,Rel_Att_Value_2,Tag_B,Attr_B_Name,Attr_B_Value
Nation,Name,Greece,Land_border_with,km,212,,,Nation,Nation,Albania
Nation,Name,Greece,Land_border_with,km,472,,,Nation,Nation,Bulgaria
Nation,Name,Greece,Land_border_with,km,234,,,Nation,Nation,Macedonia
Nation,Name,Greece,Land_border_with,km,192,,,Nation,Nation,Turkey
Nation,Name,Guadeloupe,Land_border_with,km,10.2,,,Nation,Nation,Netherlands Antilles
Nation,Name,Guatemala,Land_border_with,km,266,,,Nation,Nation,Belize
Nation,Name,Guatemala,Land_border_with,km,199,,,Nation,Nation,El Salvador
Nation,Name,Guatemala,Land_border_with,km,244,,,Nation,Nation,Honduras
Nation,Name,Guatemala,Land_border_with,km,958,,,Nation,Nation,Mexico
Nation,Name,Guinea,Land_border_with,km,421,,,Nation,Nation,Guinea-Bissau
Nation,Name,Guinea,Land_border_with,km,816,,,Nation,Nation,Ivory Coast
Nation,Name,Guinea,Land_border_with,km,590,,,Nation,Nation,Liberia
Nation,Name,Guinea,Land_border_with,km,1062,,,Nation,Nation,Mali
Nation,Name,Guinea,Land_border_with,km,363,,,Nation,Nation,Senegal
Nation,Name,Guinea,Land_border_with,km,794,,,Nation,Nation,Sierra Leone
Nation,Name,Guinea-Bissau,Land_border_with,km,421,,,Nation,Nation,Guinea
Nation,Name,Guinea-Bissau,Land_border_with,km,341,,,Nation,Nation,Senegal
Nation,Name,Guyana,Land_border_with,km,1308,,,Nation,Nation,Brazil
Nation,Name,Guyana,Land_border_with,km,836,,,Nation,Nation,Suriname
Nation,Name,Guyana,Land_border_with,km,789,,,Nation,Nation,Venezuela
Nation,Name,Haiti,Land_border_with,km,376,,,Nation,Nation,Dominican Republic
Nation,Name,Holy See,Land_border_with,km,4,,,Nation,Nation,Italy
Nation,Name,Honduras,Land_border_with,km,391,,,Nation,Nation,El Salvador
Nation,Name,Honduras,Land_border_with,km,244,,,Nation,Nation,Guatemala
Nation,Name,Honduras,Land_border_with,km,940,,,Nation,Nation,Nicaragua
Nation,Name,Hungary,Land_border_with,km,321,,,Nation,Nation,Austria
Nation,Name,Hungary,Land_border_with,km,348,,,Nation,Nation,Croatia
Nation,Name,Hungary,Land_border_with,km,424,,,Nation,Nation,Romania
Nation,Name,Hungary,Land_border_with,km,164,,,Nation,Nation,Serbia
Nation,Name,Hungary,Land_border_with,km,627,,,Nation,Nation,Slovakia
Nation,Name,Hungary,Land_border_with,km,94,,,Nation,Nation,Slovenia
Nation,Name,Hungary,Land_border_with,km,128,,,Nation,Nation,Ukraine
Nation,Name,India,Land_border_with,km,4142,,,Nation,Nation,Bangladesh
Nation,Name,India,Land_border_with,km,659,,,Nation,Nation,Bhutan
Nation,Name,India,Land_border_with,km,1468,,,Nation,Nation,Burma
Nation,Name,India,Land_border_with,km,2659,,,Nation,Nation,China
Nation,Name,India,Land_border_with,km,1770,,,Nation,Nation,Nepal
Nation,Name,India,Land_border_with,km,3190,,,Nation,Nation,Pakistan
Nation,Name,Indonesia,Land_border_with,km,253,,,Nation,Nation,East Timor
Nation,Name,Indonesia,Land_border_with,km,1881,,,Nation,Nation,Malaysia
Nation,Name,Indonesia,Land_border_with,km,824,,,Nation,Nation,Papua New Guinea
Nation,Name,Iran,Land_border_with,km,921,,,Nation,Nation,Afghanistan
Nation,Name,Iran,Land_border_with,km,44,,,Nation,Nation,Armenia
Nation,Name,Iran,Land_border_with,km,689,,,Nation,Nation,Azerbaijan
Nation,Name,Iran,Land_border_with,km,1599,,,Nation,Nation,Iraq
Nation,Name,Iran,Land_border_with,km,959,,,Nation,Nation,Pakistan
Nation,Name,Iran,Land_border_with,km,534,,,Nation,Nation,Turkey
Nation,Name,Iran,Land_border_with,km,1148,,,Nation,Nation,Turkmenistan
Nation,Name,Iraq,Land_border_with,km,1599,,,Nation,Nation,Iran
Nation,Name,Iraq,Land_border_with,km,179,,,Nation,Nation,Jordan
Nation,Name,Iraq,Land_border_with,km,254,,,Nation,Nation,Kuwait
Nation,Name,Iraq,Land_border_with,km,811,,,Nation,Nation,Saudi Arabia
Nation,Name,Iraq,Land_border_with,km,599,,,Nation,Nation,Syria
Nation,Name,Iraq,Land_border_with,km,367,,,Nation,Nation,Turkey
Nation,Name,Ireland,Land_border_with,km,443,,,Nation,Nation,Uk
Nation,Name,Israel,Land_border_with,km,208,,,Nation,Nation,Egypt
Nation,Name,Israel,Land_border_with,km,59,,,Nation,Nation,Gaza Strip
Nation,Name,Israel,Land_border_with,km,307,,,Nation,Nation,Jordan
Nation,Name,Israel,Land_border_with,km,81,,,Nation,Nation,Lebanon
Nation,Name,Israel,Land_border_with,km,83,,,Nation,Nation,Syria
Nation,Name,Israel,Land_border_with,km,330,,,Nation,Nation,West Bank
Nation,Name,Italy,Land_border_with,km,404,,,Nation,Nation,Austria
Nation,Name,Italy,Land_border_with,km,476,,,Nation,Nation,France
Nation,Name,Italy,Land_border_with,km,4,,,Nation,Nation,Holy See
Nation,Name,Italy,Land_border_with,km,37,,,Nation,Nation,San Marino
Nation,Name,Italy,Land_border_with,km,218,,,Nation,Nation,Slovenia
Nation,Name,Italy,Land_border_with,km,698,,,Nation,Nation,Switzerland
Nation,Name,Ivory Coast,Land_border_with,km,545,,,Nation,Nation,Burkina Faso
Nation,Name,Ivory Coast,Land_border_with,km,720,,,Nation,Nation,Ghana
Nation,Name,Ivory Coast,Land_border_with,km,816,,,Nation,Nation,Guinea
Nation,Name,Ivory Coast,Land_border_with,km,778,,,Nation,Nation,Liberia
Nation,Name,Ivory Coast,Land_border_with,km,599,,,Nation,Nation,Mali
Nation,Name,Jordan,Land_border_with,km,179,,,Nation,Nation,Iraq
Nation,Name,Jordan,Land_border_with,km,307,,,Nation,Nation,Israel
Nation,Name,Jordan,Land_border_with,km,731,,,Nation,Nation,Saudi Arabia
Nation,Name,Jordan,Land_border_with,km,379,,,Nation,Nation,Syria
Nation,Name,Jordan,Land_border_with,km,148,,,Nation,Nation,West Bank
Nation,Name,Kazakhstan,Land_border_with,km,1765,,,Nation,Nation,China
Nation,Name,Kazakhstan,Land_border_with,km,1212,,,Nation,Nation,Kyrgyzstan
Nation,Name,Kazakhstan,Land_border_with,km,7644,,,Nation,Nation,Russia
Nation,Name,Kazakhstan,Land_border_with,km,413,,,Nation,Nation,Turkmenistan
Nation,Name,Kazakhstan,Land_border_with,km,2330,,,Nation,Nation,Uzbekistan
Nation,Name,Kenya,Land_border_with,km,867,,,Nation,Nation,Ethiopia
Nation,Name,Kenya,Land_border_with,km,684,,,Nation,Nation,Somalia
Nation,Name,Kenya,Land_border_with,km,317,,,Nation,Nation,South Sudan
Nation,Name,Kenya,Land_border_with,km,775,,,Nation,Nation,"Tanzania, United Republic of"
Nation,Name,Kenya,Land_border_with,km,814,,,Nation,Nation,Uganda
Nation,Name,"Korea, Democratic People's Repu",Land_border_with,km,237,,,Nation,Nation,North Korea
Nation,Name,"Korea, Republic of",Land_border_with,km,1352,,,Nation,Nation,China
Nation,Name,"Korea, Republic of",Land_border_with,km,18,,,Nation,Nation,Russia
Nation,Name,"Korea, Republic of",Land_border_with,km,237,,,Nation,Nation,South Korea
Nation,Name,Kosovo,Land_border_with,km,112,,,Nation,Nation,Albania
Nation,Name,Kosovo,Land_border_with,km,160,,,Nation,Nation,Macedonia
Nation,Name,Kosovo,Land_border_with,km,76,,,Nation,Nation,Montenegro
Nation,Name,Kosovo,Land_border_with,km,366,,,Nation,Nation,Serbia
Nation,Name,Kuwait,Land_border_with,km,254,,,Nation,Nation,Iraq
Nation,Name,Kuwait,Land_border_with,km,221,,,Nation,Nation,Saudi Arabia
Nation,Name,Kyrgyzstan,Land_border_with,km,1063,,,Nation,Nation,China
Nation,Name,Kyrgyzstan,Land_border_with,km,1212,,,Nation,Nation,Kazakhstan
Nation,Name,Kyrgyzstan,Land_border_with,km,984,,,Nation,Nation,Tajikistan
Nation,Name,Kyrgyzstan,Land_border_with,km,1314,,,Nation,Nation,Uzbekistan
Nation,Name,Laos,Land_border_with,km,238,,,Nation,Nation,Burma
Nation,Name,Laos,Land_border_with,km,555,,,Nation,Nation,Cambodia
Nation,Name,Laos,Land_border_with,km,475,,,Nation,Nation,China
Nation,Name,Laos,Land_border_with,km,1845,,,Nation,Nation,Thailand
Nation,Name,Laos,Land_border_with,km,2161,,,Nation,Nation,Vietnam
Nation,Name,Latvia,Land_border_with,km,161,,,Nation,Nation,Byelarus
Nation,Name,Latvia,Land_border_with,km,333,,,Nation,Nation,Estonia
Nation,Name,Latvia,Land_border_with,km,544,,,Nation,Nation,Lithuania
Nation,Name,Latvia,Land_border_with,km,332,,,Nation,Nation,Russia
Nation,Name,Lebanon,Land_border_with,km,81,,,Nation,Nation,Israel
Nation,Name,Lebanon,Land_border_with,km,403,,,Nation,Nation,Syria
Nation,Name,Lesotho,Land_border_with,km,1106,,,Nation,Nation,South Africa
Nation,Name,Liberia,Land_border_with,km,590,,,Nation,Nation,Guinea
Nation,Name,Liberia,Land_border_with,km,778,,,Nation,Nation,Ivory Coast
Nation,Name,Liberia,Land_border_with,km,299,,,Nation,Nation,Sierra Leone
Nation,Name,Libya,Land_border_with,km,989,,,Nation,Nation,Algeria
Nation,Name,Libya,Land_border_with,km,1050,,,Nation,Nation,Chad
Nation,Name,Libya,Land_border_with,km,1115,,,Nation,Nation,Egypt
Nation,Name,Libya,Land_border_with,km,342,,,Nation,Nation,Niger
Nation,Name,Libya,Land_border_with,km,382,,,Nation,Nation,Sudan
Nation,Name,Libya,Land_border_with,km,461,,,Nation,Nation,Tunisia
Nation,Name,Liechtenstein,Land_border_with,km,34,,,Nation,Nation,Austria
Nation,Name,Liechtenstein,Land_border_with,km,41,,,Nation,Nation,Switzerland
Nation,Name,Lithuania,Land_border_with,km,640,,,Nation,Nation,Byelarus
Nation,Name,Lithuania,Land_border_with,km,544,,,Nation,Nation,Latvia
Nation,Name,Lithuania,Land_border_with,km,104,,,Nation,Nation,Poland
Nation,Name,Lithuania,Land_border_with,km,261,,,Nation,Nation,Russia (Kaliningrad)
Nation,Name,Luxembourg,Land_border_with,km,130,,,Nation,Nation,Belgium
Nation,Name,Luxembourg,Land_border_with,km,69,,,Nation,Nation,France
Nation,Name,Luxembourg,Land_border_with,km,128,,,Nation,Nation,Germany
Nation,Name,Malawi,Land_border_with,km,1498,,,Nation,Nation,Mozambique
Nation,Name,Malawi,Land_border_with,km,512,,,Nation,Nation,"Tanzania, United Republic of"
Nation,Name,Malawi,Land_border_with,km,847,,,Nation,Nation,Zambia
Nation,Name,Malaysia,Land_border_with,km,266,,,Nation,Nation,Brunei
Nation,Name,Malaysia,Land_border_with,km,1881,,,Nation,Nation,Indonesia
Nation,Name,Malaysia,Land_border_with,km,595,,,Nation,Nation,Thailand
Nation,Name,Mali,Land_border_with,km,1359,,,Nation,Nation,Algeria
Nation,Name,Mali,Land_border_with,km,1325,,,Nation,Nation,Burkina Faso
Nation,Name,Mali,Land_border_with,km,1062,,,Nation,Nation,Guinea
Nation,Name,Mali,Land_border_with,km,599,,,Nation,Nation,Ivory Coast
Nation,Name,Mali,Land_border_with,km,2236,,,Nation,Nation,Mauritania
Nation,Name,Mali,Land_border_with,km,838,,,Nation,Nation,Niger
Nation,Name,Macedonia,Land_border_with,km,181,,,Nation,Nation,Albania
Nation,Name,Montenegro,Land_border_with,km,186,,,Nation,Nation,Albania
Nation,Name,Mali,Land_border_with,km,489,,,Nation,Nation,Senegal
Nation,Name,Mauritania,Land_border_with,km,460,,,Nation,Nation,Algeria
Nation,Name,Mauritania,Land_border_with,km,2236,,,Nation,Nation,Mali
Nation,Name,Mauritania,Land_border_with,km,742,,,Nation,Nation,Senegal
Nation,Name,Mauritania,Land_border_with,km,1564,,,Nation,Nation,Western Sahara
Nation,Name,Mexico,Land_border_with,km,276,,,Nation,Nation,Belize
Nation,Name,Mexico,Land_border_with,km,958,,,Nation,Nation,Guatemala
Nation,Name,Mexico,Land_border_with,km,3155,,,Nation,Nation,United States
Nation,Name,Moldova,Land_border_with,km,683,,,Nation,Nation,Romania
Nation,Name,Moldova,Land_border_with,km,1202,,,Nation,Nation,Ukraine
Nation,Name,Monaco,Land_border_with,km,6,,,Nation,Nation,France
Nation,Name,Mongolia,Land_border_with,km,4630,,,Nation,Nation,China
Nation,Name,Mongolia,Land_border_with,km,3452,,,Nation,Nation,Russia
Nation,Name,Morocco,Land_border_with,km,1900,,,Nation,Nation,Algeria
Nation,Name,Morocco,Land_border_with,km,13,,,Nation,Nation,Spain
Nation,Name,Morocco,Land_border_with,km,444,,,Nation,Nation,Western Sahara
Nation,Name,Mozambique,Land_border_with,km,1498,,,Nation,Nation,Malawi
Nation,Name,Mozambique,Land_border_with,km,496,,,Nation,Nation,South Africa
Nation,Name,Mozambique,Land_border_with,km,108,,,Nation,Nation,Swaziland
Nation,Name,Mozambique,Land_border_with,km,840,,,Nation,Nation,"Tanzania, United Republic of"
Nation,Name,Mozambique,Land_border_with,km,439,,,Nation,Nation,Zambia
Nation,Name,Mozambique,Land_border_with,km,1402,,,Nation,Nation,Zimbabwe
Nation,Name,Namibia,Land_border_with,km,1427,,,Nation,Nation,Angola
Nation,Name,Namibia,Land_border_with,km,1544,,,Nation,Nation,Botswana
Nation,Name,Namibia,Land_border_with,km,1005,,,Nation,Nation,South Africa
Nation,Name,Namibia,Land_border_with,km,244,,,Nation,Nation,Zambia
Nation,Name,Nepal,Land_border_with,km,1389,,,Nation,Nation,China
Nation,Name,Nepal,Land_border_with,km,1770,,,Nation,Nation,India
Nation,Name,Netherlands,Land_border_with,km,478,,,Nation,Nation,Belgium
Nation,Name,Netherlands,Land_border_with,km,575,,,Nation,Nation,Germany
Nation,Name,Netherlands Antilles,Land_border_with,km,15,,,Nation,Nation,Saint Martin
Nation,Name,Nicaragua,Land_border_with,km,313,,,Nation,Nation,Costa Rica
Nation,Name,Nicaragua,Land_border_with,km,940,,,Nation,Nation,Honduras
Nation,Name,Niger,Land_border_with,km,951,,,Nation,Nation,Algeria
Nation,Name,Niger,Land_border_with,km,277,,,Nation,Nation,Benin
Nation,Name,Niger,Land_border_with,km,622,,,Nation,Nation,Burkina Faso
Nation,Name,Niger,Land_border_with,km,1196,,,Nation,Nation,Chad
Nation,Name,Niger,Land_border_with,km,342,,,Nation,Nation,Libya
Nation,Name,Niger,Land_border_with,km,838,,,Nation,Nation,Mali
Nation,Name,Niger,Land_border_with,km,1608,,,Nation,Nation,Nigeria
Nation,Name,Nigeria,Land_border_with,km,809,,,Nation,Nation,Benin
Nation,Name,Nigeria,Land_border_with,km,1975,,,Nation,Nation,Cameroon
Nation,Name,Nigeria,Land_border_with,km,85,,,Nation,Nation,Chad
Nation,Name,Nigeria,Land_border_with,km,1608,,,Nation,Nation,Niger
Nation,Name,Norway,Land_border_with,km,709,,,Nation,Nation,Finland
Nation,Name,Norway,Land_border_with,km,191,,,Nation,Nation,Russia
Nation,Name,Norway,Land_border_with,km,1666,,,Nation,Nation,Sweden
Nation,Name,Oman,Land_border_with,km,658,,,Nation,Nation,Saudi Arabia
Nation,Name,Oman,Land_border_with,km,609,,,Nation,Nation,United Arab Emirates
Nation,Name,Oman,Land_border_with,km,294,,,Nation,Nation,Yemen
Nation,Name,Pakistan,Land_border_with,km,2670,,,Nation,Nation,Afghanistan
Nation,Name,Pakistan,Land_border_with,km,438,,,Nation,Nation,China
Nation,Name,Pakistan,Land_border_with,km,3190,,,Nation,Nation,India
Nation,Name,Pakistan,Land_border_with,km,959,,,Nation,Nation,Iran
Nation,Name,Panama,Land_border_with,km,339,,,Nation,Nation,Colombia
Nation,Name,Panama,Land_border_with,km,348,,,Nation,Nation,Costa Rica
Nation,Name,Papua New Guinea,Land_border_with,km,824,,,Nation,Nation,Indonesia
Nation,Name,Paraguay,Land_border_with,km,2531,,,Nation,Nation,Argentina
Nation,Name,Paraguay,Land_border_with,km,753,,,Nation,Nation,Bolivia
Nation,Name,Paraguay,Land_border_with,km,1371,,,Nation,Nation,Brazil
Nation,Name,Peru,Land_border_with,km,1212,,,Nation,Nation,Bolivia
Nation,Name,Peru,Land_border_with,km,2659,,,Nation,Nation,Brazil
Nation,Name,Peru,Land_border_with,km,168,,,Nation,Nation,Chile
Nation,Name,Peru,Land_border_with,km,1494,,,Nation,Nation,Colombia
Nation,Name,Peru,Land_border_with,km,1529,,,Nation,Nation,Ecuador
Nation,Name,Poland,Land_border_with,km,418,,,Nation,Nation,Byelarus
Nation,Name,Poland,Land_border_with,km,796,,,Nation,Nation,Czech Republic
Nation,Name,Poland,Land_border_with,km,467,,,Nation,Nation,Germany
Nation,Name,Poland,Land_border_with,km,104,,,Nation,Nation,Lithuania
Nation,Name,Poland,Land_border_with,km,210,,,Nation,Nation,Russia (Kaliningrad)
Nation,Name,Poland,Land_border_with,km,541,,,Nation,Nation,Slovakia
Nation,Name,Poland,Land_border_with,km,535,,,Nation,Nation,Ukraine
Nation,Name,Portugal,Land_border_with,km,1224,,,Nation,Nation,Spain
Nation,Name,Qatar,Land_border_with,km,87,,,Nation,Nation,Saudi Arabia
Nation,Name,Republic of the Congo,Land_border_with,km,231,,,Nation,Nation,Angola
Nation,Name,Republic of the Congo,Land_border_with,km,494,,,Nation,Nation,Cameroon
Nation,Name,Republic of the Congo,Land_border_with,km,487,,,Nation,Nation,Central African Republic
Nation,Name,Republic of the Congo,Land_border_with,km,1229,,,Nation,Nation,Congo
Nation,Name,Republic of the Congo,Land_border_with,km,2567,,,Nation,Nation,Gabon
Nation,Name,Romania,Land_border_with,km,605,,,Nation,Nation,Bulgaria
Nation,Name,Romania,Land_border_with,km,424,,,Nation,Nation,Hungary
Nation,Name,Romania,Land_border_with,km,683,,,Nation,Nation,Moldova
Nation,Name,Romania,Land_border_with,km,531,,,Nation,Nation,Serbia
Nation,Name,Romania,Land_border_with,km,601,,,Nation,Nation,Ukraine
Nation,Name,Russia,Land_border_with,km,338,,,Nation,Nation,Azerbaijan
Nation,Name,Russia,Land_border_with,km,1312,,,Nation,Nation,Byelarus
Nation,Name,Russia,Land_border_with,km,4179,,,Nation,Nation,China
Nation,Name,Russia,Land_border_with,km,324,,,Nation,Nation,Estonia
Nation,Name,Russia,Land_border_with,km,1309,,,Nation,Nation,Finland
Nation,Name,Russia,Land_border_with,km,894,,,Nation,Nation,Georgia
Nation,Name,Russia,Land_border_with,km,7644,,,Nation,Nation,Kazakhstan
Nation,Name,Russia,Land_border_with,km,332,,,Nation,Nation,Latvia
Nation,Name,Russia,Land_border_with,km,261,,,Nation,Nation,Lithuania
Nation,Name,Russia,Land_border_with,km,3452,,,Nation,Nation,Mongolia
Nation,Name,Russia,Land_border_with,km,18,,,Nation,Nation,North Korea
Nation,Name,Russia,Land_border_with,km,191,,,Nation,Nation,Norway
Nation,Name,Russia,Land_border_with,km,210,,,Nation,Nation,Poland
Nation,Name,Russia,Land_border_with,km,1944,,,Nation,Nation,Ukraine
Nation,Name,Rwanda,Land_border_with,km,315,,,Nation,Nation,Burundi
Nation,Name,Rwanda,Land_border_with,km,221,,,Nation,Nation,Congo
Nation,Name,Rwanda,Land_border_with,km,222,,,Nation,Nation,"Tanzania, United Republic of"
Nation,Name,Rwanda,Land_border_with,km,172,,,Nation,Nation,Uganda
Nation,Name,Saint Martin,Land_border_with,km,16,,,Nation,Nation,Sint Maarten
Nation,Name,San Marino,Land_border_with,km,37,,,Nation,Nation,Italy
Nation,Name,Saudi Arabia,Land_border_with,km,811,,,Nation,Nation,Iraq
Nation,Name,Saudi Arabia,Land_border_with,km,731,,,Nation,Nation,Jordan
Nation,Name,Saudi Arabia,Land_border_with,km,221,,,Nation,Nation,Kuwait
Nation,Name,Saudi Arabia,Land_border_with,km,658,,,Nation,Nation,Oman
Nation,Name,Saudi Arabia,Land_border_with,km,87,,,Nation,Nation,Qatar
Nation,Name,Saudi Arabia,Land_border_with,km,457,,,Nation,Nation,United Arab Emirates
Nation,Name,Saudi Arabia,Land_border_with,km,1307,,,Nation,Nation,Yemen
Nation,Name,Senegal,Land_border_with,km,749,,,Nation,Nation,"Gambia, The"
Nation,Name,Senegal,Land_border_with,km,363,,,Nation,Nation,Guinea
Nation,Name,Senegal,Land_border_with,km,341,,,Nation,Nation,Guinea-Bissau
Nation,Name,Senegal,Land_border_with,km,489,,,Nation,Nation,Mali
Nation,Name,Senegal,Land_border_with,km,742,,,Nation,Nation,Mauritania
Nation,Name,Sierra Leone,Land_border_with,km,794,,,Nation,Nation,Guinea
Nation,Name,Sierra Leone,Land_border_with,km,299,,,Nation,Nation,Liberia
Nation,Name,Sint Maarten,Land_border_with,km,16,,,Nation,Nation,Saint Martin
Nation,Name,Slovakia,Land_border_with,km,105,,,Nation,Nation,Austria
Nation,Name,Slovakia,Land_border_with,km,241,,,Nation,Nation,Czech Republic
Nation,Name,Slovakia,Land_border_with,km,627,,,Nation,Nation,Hungary
Nation,Name,Slovakia,Land_border_with,km,541,,,Nation,Nation,Poland
Nation,Name,Slovakia,Land_border_with,km,97,,,Nation,Nation,Ukraine
Nation,Name,Slovenia,Land_border_with,km,299,,,Nation,Nation,Austria
Nation,Name,Slovenia,Land_border_with,km,600,,,Nation,Nation,Croatia
Nation,Name,Slovenia,Land_border_with,km,94,,,Nation,Nation,Hungary
Nation,Name,Slovenia,Land_border_with,km,218,,,Nation,Nation,Italy
Nation,Name,Somalia,Land_border_with,km,61,,,Nation,Nation,Djibouti
Nation,Name,Somalia,Land_border_with,km,1640,,,Nation,Nation,Ethiopia
Nation,Name,Somalia,Land_border_with,km,684,,,Nation,Nation,Kenya
Nation,Name,South Africa,Land_border_with,km,1969,,,Nation,Nation,Botswana
Nation,Name,South Africa,Land_border_with,km,1106,,,Nation,Nation,Lesotho
Nation,Name,South Africa,Land_border_with,km,496,,,Nation,Nation,Mozambique
Nation,Name,South Africa,Land_border_with,km,1005,,,Nation,Nation,Namibia
Nation,Name,South Africa,Land_border_with,km,438,,,Nation,Nation,Swaziland
Nation,Name,South Africa,Land_border_with,km,230,,,Nation,Nation,Zimbabwe
Nation,Name,South Sudan,Land_border_with,km,1055,,,Nation,Nation,Central African Republic
Nation,Name,South Sudan,Land_border_with,km,714,,,Nation,Nation,Congo
Nation,Name,South Sudan,Land_border_with,km,1299,,,Nation,Nation,Ethiopia
Nation,Name,South Sudan,Land_border_with,km,317,,,Nation,Nation,Kenya
Nation,Name,South Sudan,Land_border_with,km,2158,,,Nation,Nation,Sudan
Nation,Name,South Sudan,Land_border_with,km,475,,,Nation,Nation,Uganda
Nation,Name,Spain,Land_border_with,km,63,,,Nation,Nation,Andorra
Nation,Name,Spain,Land_border_with,km,646,,,Nation,Nation,France
Nation,Name,Spain,Land_border_with,km,2,,,Nation,Nation,Gibraltar
Nation,Name,Spain,Land_border_with,km,13,,,Nation,Nation,Morocco
